,A1, A2, A3, A4, A5, A6, A7, A8, A9,y
1193,101,0,102,0,72,552,1,30,28,0
1194,79,4,83,0,-42,0,4,127,122,0
1195,85,-1,88,0,2,5,3,86,82,0
1196,103,0,104,8,70,0,1,35,34,0
1197,102,0,103,0,72,16,1,31,30,0
1198,85,0,88,1,6,0,3,83,80,0
1199,85,0,88,-1,6,-5,3,83,80,0
1200,102,3,104,3,72,15,1,31,30,0
1201,83,0,86,2,-6,0,4,94,90,0
1202,102,0,102,-7,72,31,1,30,30,0
1203,105,0,106,0,72,1,1,34,34,0
1204,102,0,102,-7,70,-9,1,33,32,0
1205,116,1294,106,-1,30,36,-10,75,84,0
1206,76,-1,81,0,-42,-2,5,125,120,0
1207,84,-1,88,1,-2,0,4,90,86,0
1208,81,-4,85,-1,-40,6,4,126,122,0
1209,83,0,86,0,-2,17,3,89,86,0
1210,81,0,84,0,-12,27,3,97,94,0
1211,102,0,103,0,70,-10,1,33,32,0
1212,101,0,102,0,70,-5,1,33,32,0
1213,76,0,80,-2,-40,0,4,121,118,0
1214,81,0,84,0,-20,8,4,105,102,0
1215,81,2,84,0,-24,0,4,110,106,0
1216,79,0,83,0,-30,-16,4,114,110,0
1217,81,3,84,0,-14,-3,3,99,96,0
1218,76,1,80,0,-42,0,4,124,120,0
1219,106,0,108,1,70,0,2,38,36,0
1220,81,2,84,0,-14,-17,3,100,96,0
1221,103,3,104,6,70,0,1,35,34,0
1222,82,0,85,0,-6,14,3,93,90,0
1223,85,0,88,0,2,-20,3,86,82,0
1224,78,1,82,0,-40,11,4,123,120,0
1225,101,0,102,0,72,3,1,30,28,0
1226,83,-5,86,-6,-4,0,3,92,88,0
1227,82,5,85,0,-12,0,3,98,94,0
1228,81,0,86,0,-40,3,4,127,122,0
1229,80,1,84,0,-42,0,4,128,124,0
1230,72,6,76,4,-42,-6,4,120,116,0
1231,106,3,108,0,70,0,1,38,36,0
1232,81,0,84,0,-12,2,3,97,94,0
1233,105,0,106,0,70,0,1,36,36,0
1234,80,4,84,0,-42,0,4,128,124,0
1235,80,0,84,0,-28,0,4,112,108,0
1236,79,-1,83,-3,-40,10,4,125,120,0
1237,81,0,84,0,-14,-8,3,99,96,0
1238,107,2,108,3,72,0,1,36,34,0
1239,76,2,81,0,-40,0,4,122,118,0
1240,70,51,82,0,-40,28,12,123,112,1
1241,82,0,86,-1,-12,-19,3,99,96,0
1242,81,0,84,-2,-14,0,3,99,96,0
1243,79,0,84,2,-42,-4,4,128,124,0
1244,80,3,84,-6,-36,0,4,120,116,0
1245,76,0,80,-5,-40,0,4,121,118,0
1246,108,-4,109,0,72,8,1,36,36,0
1247,84,0,88,0,-2,-15,3,90,88,0
1248,68,72,82,0,-42,-8,14,126,112,1
1249,78,0,82,1,-42,0,4,126,122,0
1250,81,0,85,2,-22,0,4,108,104,0
1251,79,0,83,0,-40,-8,4,125,120,0
1252,82,0,85,0,-6,6,3,93,90,0
1253,81,0,84,0,-14,5,4,100,96,0
1254,102,-2,103,-6,72,17,1,31,30,0
1255,78,1,82,0,-42,0,4,126,122,0
1256,85,0,88,-587,0,0,3,88,84,0
1257,106,4,108,1,70,0,1,38,36,0
1258,105,1,106,0,70,-2,1,36,36,0
1259,81,0,84,0,-14,7,3,100,96,0
1260,85,0,88,0,6,-1,3,83,80,0
1261,106,0,107,-1,72,3,1,35,34,0
1262,81,0,84,5,-14,0,4,100,96,0
1263,104,5,105,6,70,0,1,35,34,0
1264,79,0,83,0,-32,-21,4,117,112,0
1265,49,28,77,0,28,0,28,48,20,1
1266,83,1,86,0,-4,-12,3,92,88,0
1267,85,0,88,0,-2,-5,3,91,88,0
1268,104,3,105,4,72,6,1,33,32,0
1269,80,0,84,-4,-20,0,4,105,100,0
1270,84,0,88,-1,6,-4,4,83,78,0
1271,104,-1,106,0,72,5,1,33,32,0
1272,79,0,83,0,-46,-14,4,130,126,0
1273,76,0,80,-7,-42,-11,4,124,120,0
1274,79,0,83,-2,-40,6,4,125,120,0
1275,80,0,85,1,-42,-28,5,129,124,0
1276,103,5,104,0,70,0,1,34,34,0
1277,77,0,81,-6,-40,0,4,122,118,0
1278,85,0,88,2,0,0,3,88,84,0
1279,102,4,102,0,70,0,1,33,32,0
1280,81,1,84,0,-12,16,3,97,94,0
1281,79,-1,83,-5,-40,0,4,125,120,0
1282,123,1409,105,1,36,-5,-18,69,86,0
1283,82,0,86,0,-4,-19,3,91,88,0
1284,81,-3,84,0,-14,0,4,100,96,0
1285,79,-2,83,-1,-32,165,4,117,112,0
1286,80,0,84,0,-24,1,4,110,106,0
1287,104,1,106,2,70,0,1,36,34,0
1288,80,0,84,-5,-36,0,4,120,116,0
1289,85,0,88,0,-2,-3,3,91,88,0
1290,76,0,80,0,-40,0,4,121,116,0
1291,79,-3,83,0,-30,0,4,114,110,0
1292,84,0,87,0,0,1,3,87,84,0
1293,102,0,103,0,70,-11,1,33,32,0
1294,103,-3,104,-2,70,-15,1,35,34,0
1295,71,32,82,0,-42,-4,11,126,116,1
1296,85,0,88,5,2,0,3,86,82,0
1297,80,4,84,1,-40,7,4,125,122,0
1298,83,0,86,0,-4,6,3,92,88,0
1299,105,0,106,4,70,0,2,36,34,0
1300,82,0,85,0,-10,-26,3,95,92,0
1301,80,0,84,3,-38,-11,5,123,118,0
1302,83,0,87,0,-40,2,4,128,124,0
1303,81,0,84,-1,-20,-20,4,105,102,0
1304,101,-2,102,0,70,-3,1,33,32,0
1305,79,0,83,0,-40,2,4,125,120,0
1306,81,0,86,8,-24,-2,4,112,108,0
1307,77,3,81,0,-42,0,4,125,120,0
1308,105,3,106,1,72,31,1,34,32,0
1309,81,0,84,-1,-20,-16,4,105,102,0
1310,85,0,88,-3,0,0,3,88,84,0
1311,107,0,108,0,70,-29,1,38,36,0
1312,102,3,103,3,72,11,1,31,30,0
1313,80,0,84,-6,-42,0,4,128,124,0
1314,79,0,84,0,-32,-35,4,117,112,0
1315,82,-5,86,-2,-40,0,5,128,124,0
1316,83,0,87,8,-4,0,4,92,88,0
1317,85,-2,89,0,2,-2,4,86,82,0
1318,81,0,84,0,-22,-10,3,108,104,0
1319,85,0,89,0,2,-12,4,86,82,0
1320,84,0,88,-2,6,-6,4,83,78,0
1321,79,-2,84,0,-40,16,4,125,120,0
1322,84,5,89,0,6,-12,5,84,78,0
1323,79,1,84,2,-40,1,4,125,120,0
1324,85,0,88,0,6,10,3,83,80,0
1325,85,-1,89,0,2,-6,4,86,82,0
1326,82,0,85,0,-6,17,3,93,90,0
1327,101,-4,102,-6,72,0,1,29,28,0
1328,104,3,105,0,70,0,1,35,34,0
1329,82,0,86,0,-12,-15,3,99,96,0
1330,71,-10,76,-7,-40,3,5,117,112,0
1331,84,0,88,0,6,0,4,83,78,0
1332,105,0,106,-1,72,0,1,33,32,0
1333,80,4,84,0,-28,0,4,112,108,0
1334,76,0,80,-6,-42,-9,4,124,120,0
1335,105,-2,106,-4,70,0,1,36,34,0
1336,81,0,85,-5,-22,0,4,108,104,0
1337,79,-10,83,-5,-100,-1990,4,184,180,0
1338,80,-2,84,0,-14,-6,4,99,96,0
1339,102,2,104,2,72,12,1,31,30,0
1340,105,0,106,3,70,0,2,36,34,0
1341,84,1,86,0,-2,0,3,89,86,0
1342,107,1,108,0,70,0,1,38,38,0
1343,79,0,83,0,-42,-48,4,127,124,0
1344,79,-1,84,0,-40,14,4,125,120,0
1345,79,0,83,0,-28,31,4,112,108,0
1346,79,3,83,0,-46,0,4,130,126,0
1347,85,0,88,-88,0,0,3,88,84,0
1348,81,0,85,0,-42,-26,4,129,124,0
1349,82,0,85,0,-10,-29,3,95,92,0
1350,83,0,87,0,-40,4,4,128,124,0
1351,82,1,86,0,-10,5,3,96,92,0
1352,85,0,88,-1,6,-4,3,83,80,0
1353,80,-4,84,0,-28,0,4,112,108,0
1354,79,0,83,-4,-46,0,4,129,126,0
1355,82,5,86,5,-2,0,3,88,84,0
1356,82,1,86,0,-22,6,4,109,106,0
1357,102,2,103,8,70,-21,1,33,32,0
1358,77,2,82,5,-42,-18,5,126,122,0
1359,101,0,102,0,72,17,1,29,28,0
1360,83,0,86,0,-4,22,3,92,88,0
1361,81,2,84,0,-14,-13,3,100,96,0
1362,78,0,82,-3,-46,0,4,128,124,0
1363,80,1,84,4,-40,6,5,126,122,0
1364,79,-5,83,0,-46,0,5,130,126,0
1365,102,0,103,0,72,23,1,31,30,0
1366,85,0,88,0,6,9,3,83,80,0
1367,102,0,102,-5,70,-7,1,33,32,0
1368,80,-2,84,0,-36,0,5,121,116,0
1369,104,3,105,3,72,4,1,33,32,0
1370,85,0,89,0,6,22,4,84,80,0
1371,73,9,77,13,-42,-8,4,121,116,0
1372,85,0,88,0,6,20,3,83,80,0
1373,76,5,80,0,-42,0,4,124,120,0
1374,78,2,83,3,-40,16,4,124,120,0
1375,84,3,88,0,6,0,4,83,80,0
1376,85,1,88,0,-2,-7,3,91,88,0
1377,107,-1,108,0,72,13,1,36,34,0
1378,79,4,83,0,-28,0,4,112,108,0
1379,85,1,88,0,6,6,3,83,80,0
1380,86,2,89,0,8,3,3,81,78,0
1381,83,0,87,0,-40,6,4,128,124,0
1382,84,2,86,-3,-4,0,3,92,88,0
1383,103,3,104,0,70,0,1,34,34,0
1384,82,0,86,0,-40,7,5,128,124,0
1385,81,4,86,1,-40,5,4,127,122,0
1386,83,0,86,-3,-4,8,3,92,88,0
1387,82,0,86,-2,-40,5,4,128,124,0
1388,102,4,104,4,70,-20,1,34,32,0
1389,84,-4,88,0,6,0,4,83,80,0
1390,77,0,81,0,-40,15,4,123,118,0
1391,80,0,84,0,-32,8,4,117,114,0
1392,105,8,106,3,70,-26,1,36,34,0
1393,78,1,81,0,-40,222,4,123,120,0
1394,83,0,86,1,-2,0,4,89,86,0
1395,83,0,87,7,-4,1,4,92,88,0
1396,80,0,84,0,-24,0,4,110,106,0
1397,81,-1,86,0,-22,13,4,109,104,0
1398,81,0,85,4,-12,0,4,98,94,0
1399,78,0,83,4,-46,0,4,129,124,0
1400,77,0,81,3,-40,0,4,123,118,0
1401,78,3,82,2,-40,18,4,123,120,0
1402,85,2,88,0,2,0,3,86,82,0
1403,82,1,86,0,-10,3,3,96,92,0
1404,84,0,87,3,-2,0,3,90,86,0
1405,102,-2,103,0,70,-10,1,33,32,0
1406,83,0,86,-2,-4,4,3,92,88,0
1407,81,0,84,0,-14,-17,4,100,96,0
1408,81,1,84,0,-14,-22,3,100,96,0
1409,102,0,103,5,70,-1,1,33,32,0
1410,85,0,88,-4,6,0,3,83,80,0
1411,105,0,106,-3,72,7,1,34,34,0
1412,55,0,29,-674,-22,-1,-26,52,78,0
1413,80,0,84,2,-20,0,4,105,100,0
1414,84,0,88,0,0,4,3,88,84,0
1415,79,0,83,0,-38,6,4,122,118,0
1416,80,0,84,0,-32,2,4,117,114,0
1417,80,0,84,0,-24,6,4,110,106,0
1418,85,0,89,0,2,-1,4,86,82,0
1419,82,0,86,0,-12,-2,3,99,96,0
1420,85,-13,89,0,8,0,4,81,78,0
1421,108,2,109,1,72,3,1,36,36,0
1422,80,0,84,0,-40,23,4,125,122,0
1423,84,5,87,0,-2,0,3,90,86,0
1424,81,3,84,0,-14,0,3,100,96,0
1425,84,0,88,0,6,-2,4,83,78,0
1426,71,6,75,0,-42,-9,3,119,116,0
1427,82,0,86,0,-4,-16,3,91,88,0
1428,101,3,102,0,72,15,1,29,28,0
1429,107,0,108,0,70,0,1,38,36,0
1430,81,0,86,2,-22,0,4,109,104,0
1431,78,2,81,0,-40,0,4,123,120,0
1432,105,0,107,-2,70,-2,1,37,36,0
1433,102,4,104,3,70,-1,1,34,32,0
1434,84,-2,88,0,6,0,4,83,78,0
1435,80,2,84,0,-42,0,4,128,124,0
1436,87,0,89,0,8,0,2,81,78,0
1437,101,0,102,1,72,19,1,30,28,0
1438,105,4,106,3,70,0,1,36,36,0
1439,105,-2,106,0,70,0,2,36,34,0
1440,76,3,81,0,-42,0,4,125,120,0
1441,81,-3,85,0,-10,0,4,95,92,0
1442,103,4,104,2,70,0,1,35,34,0
1443,81,0,84,0,-22,-12,4,108,104,0
1444,102,0,103,3,70,-7,1,33,32,0
1445,85,1,88,2,-2,0,3,91,88,0
1446,79,0,83,1,-40,14,5,125,120,0
1447,105,3328,86,-2,46,0,-19,39,58,0
1448,79,0,83,0,-46,-4,4,130,126,0
1449,85,0,88,0,2,24,3,86,82,0
1450,80,1,84,0,-28,-6,4,112,108,0
1451,81,0,84,0,-20,-20,4,105,102,0
1452,85,0,88,1,6,3,3,83,80,0
1453,106,0,108,8,70,0,2,38,36,0
1454,85,0,88,0,2,21,3,86,82,0
1455,79,0,83,7,-46,0,5,130,126,0
1456,123,213,105,0,36,-2,-18,69,86,0
1457,105,4,106,1,70,0,1,36,36,0
1458,107,0,108,5,70,0,1,38,36,0
1459,81,0,84,0,-18,20,4,103,98,0
1460,106,1,107,0,70,0,1,37,36,0
1461,104,-1,105,0,70,-17,1,35,34,0
1462,80,5,84,0,-28,-16,4,112,108,0
1463,76,2,80,0,-42,0,4,124,120,0
1464,85,1,88,0,2,0,3,85,82,0
1465,80,-2,84,0,-14,0,4,99,96,0
1466,82,0,85,0,-6,4,3,93,90,0
1467,78,0,81,0,-40,640,4,123,120,0
1468,85,5,88,0,0,0,3,88,86,0
1469,106,-1,108,0,72,4,1,35,34,0
1470,85,0,88,0,2,-24,3,86,82,0
1471,81,0,85,0,-24,0,4,111,108,0
1472,82,0,85,0,-10,-17,3,95,92,0
1473,81,2,84,0,-14,-7,3,99,96,0
1474,84,-1,88,-3,-2,-13,3,90,88,0
1475,81,0,84,0,-12,3,3,97,94,0
1476,83,-1,86,0,-4,-5,4,92,88,0
1477,82,2,86,0,-2,9,3,88,84,0
1478,82,0,86,-2,-40,11,4,128,124,0
1479,85,0,88,0,0,-7,3,88,86,0
1480,79,0,84,3,-32,-9,4,117,112,0
1481,87,3,89,0,8,1,2,81,78,0
1482,106,4,107,0,70,-1,1,37,36,0
1483,85,0,88,0,0,-3,3,88,86,0
1484,101,0,102,0,72,4,1,30,28,0
1485,102,0,103,0,70,-21,1,33,32,0
1486,79,3,83,0,-28,0,4,112,108,0
1487,84,0,87,-1,0,6,3,87,84,0
1488,103,0,104,3,70,0,1,35,34,0
1489,104,4,105,5,70,0,1,35,34,0
1490,74,1,79,2,-42,0,4,123,118,0
1491,84,-11,89,0,8,0,5,81,76,0
1492,77,-5,81,0,-40,277,4,123,118,0
1493,81,0,84,0,-20,0,4,105,102,0
1494,80,0,84,3,-42,0,5,128,124,0
1495,73,-17,77,-16,-40,2,4,119,114,0
1496,82,2,86,0,-22,0,4,109,106,0
1497,77,4,81,0,-42,0,4,125,122,0
1498,79,4,84,6,-40,4,4,125,120,0
1499,76,-4,80,0,-40,0,4,121,116,0
1500,81,2,84,0,-20,0,4,105,102,0
1501,84,2,87,0,-4,0,3,92,88,0
1502,102,1,104,8,70,-4,2,34,32,0
1503,79,0,83,0,-46,-8,4,130,126,0
1504,104,-2,105,0,72,6,1,33,32,0
1505,84,0,88,0,-2,-17,3,90,88,0
1506,55,0,29,-194,-22,0,-26,52,78,0
1507,84,0,88,0,6,-1,4,83,78,0
1508,102,-3,103,0,72,23,1,31,30,0
1509,79,0,83,0,-28,1,4,112,108,0
1510,102,0,102,0,70,-5,1,33,32,0
1511,79,-1,83,-8,436,1822,4,-353,-356,0
1512,84,0,88,0,-2,-7,3,90,88,0
1513,85,0,88,0,2,-26,3,86,82,0
1514,103,-2,104,-1,70,-15,1,35,34,0
1515,107,4,108,0,70,0,1,38,36,0
1516,82,0,86,8,-2,0,4,88,84,0
1517,101,0,102,0,72,18,1,29,28,0
1518,103,2,104,4,72,6,1,32,30,0
1519,85,0,88,0,2,5,3,86,82,0
1520,81,3,85,1,-42,-21,4,129,124,0
1521,82,0,86,0,-10,1,3,96,92,0
1522,82,0,85,-3,-10,0,3,95,92,0
1523,80,0,84,-4,-20,1,4,105,100,0
1524,104,-2,105,0,70,0,1,35,34,0
1525,104,2,105,2,72,3,1,33,32,0
1526,80,1,84,0,-42,-29,4,128,124,0
1527,107,2,108,0,72,2,1,36,34,0
1528,106,1,108,6,70,0,2,38,36,0
1529,81,1,84,0,-18,0,3,103,100,0
1530,81,0,85,0,-40,7,4,126,122,0
1531,85,7,89,0,6,-6,4,84,80,0
1532,81,0,84,0,-12,11,3,97,94,0
1533,47,44,77,0,-22,0,30,101,70,1
1534,81,0,84,3,-14,0,4,100,96,0
1535,105,-1,106,-5,70,-4,1,36,36,0
1536,106,-1,107,-4,70,0,1,37,36,0
1537,107,0,108,-1,70,0,1,38,36,0
1538,81,0,84,-7,-14,0,3,99,96,0
1539,85,0,88,-7,2,-7,3,86,82,0
1540,102,0,103,0,72,14,1,31,30,0
1541,74,4,79,8,-42,0,4,123,118,0
1542,79,0,83,0,-28,13,4,112,108,0
1543,81,2,86,1,-40,6,4,127,122,0
1544,81,3,85,0,-24,0,4,111,108,0
1545,83,1,86,0,-2,0,3,89,86,0
1546,71,-5,75,-3,-42,-20,4,119,114,0
1547,84,2,88,8,0,0,3,88,84,0
1548,78,0,82,-3,-40,0,4,123,120,0
1549,82,0,86,-1,-40,1,4,128,124,0
1550,101,2,102,8,72,13,1,30,28,0
1551,81,1,84,0,-14,-3,3,99,96,0
1552,85,0,88,0,2,-12,3,86,82,0
1553,123,109,105,0,36,-1,-18,69,86,0
1554,79,0,83,0,-30,15,4,114,110,0
1555,101,0,102,0,72,179,1,30,28,0
1556,105,2,106,1,70,-27,1,36,34,0
1557,78,7,82,4,-42,-14,4,126,122,0
1558,102,1,103,3,72,31,1,31,30,0
1559,82,0,85,0,-2,4,3,88,84,0
1560,102,0,103,5,70,-11,1,33,32,0
1561,102,0,103,2,70,-7,1,33,32,0
1562,81,-4,84,0,-14,4,4,100,96,0
1563,81,1,85,1,-24,0,4,111,106,0
1564,105,1,106,0,70,-1,1,36,36,0
1565,84,0,88,0,-2,-14,3,90,88,0
1566,106,0,107,0,70,-29,1,37,36,0
1567,84,5,88,0,0,0,3,88,84,0
1568,107,0,108,-1,72,3,1,35,34,0
1569,76,0,81,5,-42,0,5,125,120,0
1570,104,1,106,9,72,2,2,33,32,0
1571,83,0,86,-2,-4,5,3,92,88,0
1572,85,4,89,0,6,-4,4,84,80,0
1573,78,-5,82,0,-40,0,4,123,120,0
1574,84,0,87,7,-2,0,3,90,86,0
1575,76,4,81,0,-42,0,4,125,120,0
1576,106,0,108,0,72,1,1,35,34,0
1577,81,0,84,4,-14,-14,4,100,96,0
1578,104,0,105,0,70,-11,1,35,34,0
1579,76,0,81,0,-42,-5,5,125,120,0
1580,78,0,82,-6,-40,1,4,123,120,0
1581,102,0,103,3,70,-5,1,33,32,0
1582,83,-4,86,0,-6,0,4,94,90,0
1583,102,0,103,2,70,-11,1,33,32,0
1584,82,0,86,0,-10,0,3,96,92,0
1585,85,0,88,0,0,-6,3,88,86,0
1586,87,5,89,0,8,0,2,81,80,0
1587,81,0,84,0,-18,24,4,103,98,0
1588,102,0,103,0,72,4,1,31,30,0
1589,102,6,103,3,70,-6,1,33,32,0
1590,80,-1,84,0,-24,0,4,110,106,0
1591,79,0,83,0,-30,-14,4,114,110,0
1592,104,0,105,0,72,5,1,33,32,0
1593,85,0,88,0,0,-17,3,88,86,0
1594,102,0,103,5,70,-16,1,33,32,0
1595,76,2,81,-4,-42,-1,5,125,120,0
1596,82,0,86,3,-6,1,4,94,90,0
1597,80,0,84,0,-28,-16,4,112,108,0
1598,82,0,86,0,-42,-25,4,130,126,0
1599,104,3,106,5,70,0,1,36,34,0
1600,79,2,83,0,-40,14,4,124,120,0
1601,80,1,84,1,-28,0,4,112,108,0
1602,75,-5,79,-6,-40,0,4,121,116,0
1603,105,0,106,0,72,0,1,33,32,0
1604,77,5,81,0,-42,0,4,125,122,0
1605,102,0,102,-2,70,-16,1,33,32,0
1606,79,0,84,0,-36,-118,4,120,116,0
1607,82,0,87,2,-40,7,5,128,124,0
1608,77,1,81,1,-42,-22,4,125,120,0
1609,85,0,88,-1,6,-3,3,83,80,0
1610,85,0,88,0,0,-5,3,88,86,0
1611,81,4,85,0,-42,-29,4,129,124,0
1612,105,3,107,6,72,3,1,35,34,0
1613,83,0,86,0,-4,0,4,92,88,0
1614,83,-2,88,0,6,0,5,83,78,0
1615,81,0,84,0,-22,-11,4,108,104,0
1616,84,0,88,0,6,-2,5,83,78,0
1617,80,2,84,0,-38,-17,4,123,118,0
1618,87,-8,89,0,8,0,2,81,78,0
1619,80,-6,84,-8,-40,2,4,126,122,0
1620,84,-1,87,0,0,0,3,87,84,0
1621,84,0,88,-1,-2,-11,3,90,88,0
1622,82,0,85,0,-6,19,3,93,90,0
1623,107,6,108,1,72,2,1,35,34,0
1624,81,2,84,0,-12,20,3,97,94,0
1625,79,5,83,0,-30,0,4,114,110,0
1626,82,0,85,0,-2,6,3,88,84,0
1627,76,-1,81,0,-40,0,5,122,118,0
1628,80,0,84,0,-32,5,4,117,114,0
1629,102,2,103,1,70,-2,1,33,32,0
1630,79,-2,83,-1,-32,213,4,117,112,0
1631,105,-2,107,0,70,0,1,37,36,0
1632,79,3,83,0,-42,0,4,127,122,0
1633,82,4,86,-3,-10,18,3,96,92,0
1634,83,1,86,0,-6,0,3,94,90,0
1635,82,0,85,0,-10,-6,3,95,92,0
1636,83,0,87,6,-4,1,4,92,88,0
1637,103,-2,104,-2,72,19,1,32,30,0
1638,85,0,88,0,2,13,3,86,82,0
1639,80,0,84,5,-38,-7,5,123,118,0
1640,84,0,88,0,0,19,3,88,84,0
1641,80,0,85,5,-40,8,5,126,122,0
1642,82,-2,86,0,-2,2,4,88,84,0
1643,105,1,107,8,70,0,1,37,36,0
1644,82,2,86,-1,-10,9,3,96,92,0
1645,79,0,84,1,-38,0,4,123,118,0
1646,81,0,84,0,-12,22,4,97,94,0
1647,84,1,88,3,0,0,3,88,84,0
1648,81,0,86,0,-22,8,4,109,104,0
1649,101,0,102,0,72,1,1,29,28,0
1650,85,0,88,0,0,-8,3,88,86,0
1651,84,1,88,4,0,0,3,88,84,0
1652,71,-3,75,-2,-40,18,4,116,112,0
1653,82,0,85,0,-4,-30,3,90,88,0
1654,81,1,84,0,-14,3,3,100,96,0
1655,43,29,77,0,28,0,34,48,14,1
1656,101,2,102,-5,72,0,1,29,28,0
1657,79,1,83,8,-40,13,5,125,120,0
1658,81,0,85,-3,-22,31,4,108,104,0
1659,77,3,81,0,-42,0,4,125,122,0
1660,80,-1,84,0,-14,0,4,99,96,0
1661,106,4,107,2,70,0,1,37,36,0
1662,105,7,106,7,70,0,1,36,36,0
1663,106,0,107,-7,72,0,1,35,34,0
1664,80,0,84,0,-40,17,4,125,122,0
1665,81,0,84,0,-14,-9,3,99,96,0
1666,86,7,89,0,8,0,3,81,78,0
1667,102,0,103,3,70,-8,1,33,32,0
1668,107,-1,108,-1,72,16,1,36,34,0
1669,80,0,84,7,-20,0,4,105,100,0
1670,81,2,84,0,-14,1,3,100,96,0
1671,80,0,85,4,-40,6,5,126,122,0
1672,104,3,105,0,72,4,1,33,32,0
1673,79,0,84,0,-40,4,4,125,120,0
1674,80,5,84,0,-24,19,4,110,106,0
1675,81,0,84,1,-14,-14,4,100,96,0
1676,102,0,103,0,72,8,1,31,30,0
1677,77,4,81,0,-42,-14,4,125,122,0
1678,79,0,83,0,-40,-11,4,125,120,0
1679,102,0,102,-6,70,-2,1,33,32,0
1680,85,0,88,0,2,29,3,86,82,0
1681,41,21,77,0,28,0,36,48,12,1
1682,84,0,88,-2,6,-6,5,83,78,0
1683,80,0,84,-3,-20,0,4,105,100,0
1684,104,2,105,0,70,-28,1,35,34,0
1685,83,0,86,-1,-4,1,3,92,88,0
1686,82,0,86,0,-12,-12,3,99,96,0
1687,84,0,88,0,0,6,3,88,84,0
1688,71,-9,76,-11,-40,5,4,117,112,0
1689,102,-3,104,0,70,0,1,34,32,0
1690,104,0,106,0,72,14,1,33,32,0
1691,104,0,105,0,72,11,1,33,32,0
1692,78,3,81,0,-42,0,4,125,122,0
1693,48,30,77,0,28,0,29,48,20,1
1694,75,1,79,0,-42,0,4,123,118,0
1695,82,0,86,0,-12,-26,3,99,96,0
1696,83,0,86,0,-2,0,4,89,86,0
1697,81,0,86,4,-24,-8,4,112,108,0
1698,83,0,86,0,-6,0,4,94,90,0
1699,108,3,109,2,72,4,1,36,36,0
1700,81,0,86,3,-42,-28,5,130,124,0
1701,84,1,88,0,6,0,5,83,78,0
1702,81,0,84,0,-14,0,4,100,96,0
1703,76,0,80,-2,-40,24,4,121,116,0
1704,82,0,85,-4,-10,0,3,95,92,0
1705,85,1,88,0,0,29,3,88,84,0
1706,102,0,103,0,70,-24,1,33,32,0
1707,81,0,84,2,-14,0,4,100,96,0
1708,81,0,84,0,-14,12,3,100,96,0
1709,108,4,109,3,72,7,1,36,36,0
1710,81,0,85,7,-12,1,4,98,94,0
1711,123,275,105,0,36,-2,-18,69,86,0
1712,85,5,88,8,-2,0,3,91,88,0
1713,83,0,87,6,-6,-30,4,95,90,0
1714,85,-1,88,-3,6,-9,3,83,80,0
1715,107,4,108,0,70,0,1,38,38,0
1716,102,0,102,-6,70,-5,1,33,32,0
1717,80,2,84,4,-28,0,4,112,108,0
1718,105,0,106,-5,70,0,1,36,36,0
1719,81,-4,85,-8,-40,0,4,126,122,0
1720,85,0,88,-5,2,0,3,86,82,0
1721,76,3,80,0,-42,0,4,124,120,0
1722,85,-5,88,0,0,0,3,88,84,0
1723,105,-4,107,0,70,0,1,37,36,0
1724,81,5,84,0,-20,0,4,105,102,0
1725,80,-4,84,-6,-42,17,5,128,124,0
1726,108,-1,109,0,72,6,1,36,36,0
1727,105,0,107,4,70,0,1,37,36,0
1728,80,-3,84,0,-42,0,5,128,124,0
1729,85,0,89,0,2,-15,4,86,82,0
1730,84,9,89,0,6,-9,5,84,78,0
1731,81,0,85,1,-24,0,4,111,106,0
1732,85,0,88,-2044,0,0,3,88,84,0
1733,75,-8,79,-11,-40,6,4,120,116,0
1734,79,-6,83,-3,-32,3799,4,117,112,0
1735,80,0,84,1,-28,0,4,112,108,0
1736,77,0,81,0,-40,0,4,123,118,0
1737,82,0,86,-1,-40,10,4,128,124,0
1738,80,0,84,0,-24,5,4,110,106,0
1739,85,-1,88,0,6,0,3,83,80,0
1740,107,0,108,7,70,0,1,38,36,0
1741,85,0,89,0,2,-14,4,86,82,0
1742,74,9,78,5,-42,-1,4,122,118,0
1743,105,5,106,-7,70,0,1,36,36,0
1744,81,-2,86,-2,-40,0,4,127,122,0
1745,85,0,88,0,6,15,3,83,80,0
1746,82,0,86,0,-10,4,3,96,92,0
1747,80,0,84,1,-42,-20,5,128,124,0
1748,78,0,82,2,-40,0,4,123,120,0
1749,104,-1,105,0,72,3,1,33,32,0
1750,85,-10,89,0,8,0,4,81,78,0
1751,78,0,81,0,-40,1067,4,123,120,0
1752,105,6,106,2,70,0,1,36,34,0
1753,104,3,106,4,72,6,1,33,32,0
1754,82,0,85,0,-6,28,3,93,90,0
1755,85,0,89,0,6,31,4,84,80,0
1756,86,5,89,0,2,0,3,86,84,0
1757,79,1,83,0,-30,0,4,114,110,0
1758,84,1,87,1,-4,0,3,92,88,0
1759,83,0,86,0,-4,-1,4,92,88,0
1760,79,0,83,0,-32,-8,4,117,112,0
1761,86,2,89,0,8,5,3,81,78,0
1762,80,0,84,0,-36,-1,4,120,116,0
1763,78,2,82,1,-40,18,4,123,120,0
1764,106,0,107,0,72,3,1,35,34,0
1765,77,2,81,0,-40,0,4,123,118,0
1766,47,48,77,0,-22,0,30,101,70,1
1767,81,3,84,0,-18,0,3,103,100,0
1768,85,0,89,0,6,28,4,84,80,0
