,FixedAcidity, VolatileAcidity, CitricAcid, ResidualSugar, Chlorides, FreeSulfurDioxide, TotalSulfurDioxide, Density, PH, Sulphates, Alcohol,y
628,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,0
629,6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,0
630,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0
631,7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,0
632,6.8,0.18,0.46,1.4,0.064,37,160,0.9924,3.37,0.45,11.1,0
633,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0
634,9,0.55,0.3,8.1,0.026,14,71,0.993,2.94,0.36,11.8,0
635,8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,0
636,7.5,0.3,0.71,1.3,0.16,44,149,0.9948,3.08,0.42,8.9,0
637,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,0
638,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,0
639,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,0
640,7.2,0.23,0.33,12.7,0.049,50,183,0.9987,3.41,0.4,9.8,0
641,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,0
642,8.8,0.2,0.28,1.1,0.018,18,72,0.9926,2.97,0.35,10.4,0
643,7.6,0.29,0.26,6.5,0.042,32,160,0.9944,3.14,0.47,10.7,0
644,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,0
645,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,0
646,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,0
647,8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,0
648,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,0
649,6.8,0.34,0.44,6.6,0.052,28,156,0.9955,3.14,0.41,9.6,0
650,6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,0
651,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,1
652,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,0
653,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,0
654,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,0
655,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,0
656,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,0
657,7.3,0.29,0.37,8.3,0.044,45,227,0.9966,3.12,0.47,9,0
658,5.7,0.46,0.46,1.4,0.04,31,169,0.9932,3.13,0.47,8.8,0
659,6.8,0.28,0.44,11.5,0.04,58,223,0.9969,3.22,0.56,9.5,0
660,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,0
661,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,0
662,7.8,0.27,0.28,1.8,0.05,21,127,0.9934,3.15,0.44,9.9,0
663,7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,0
664,7.6,0.29,0.29,4.4,0.051,26,146,0.9939,3.16,0.39,10.2,0
665,6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,0
666,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,0
667,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,0
668,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0
669,6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,0
670,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,0
671,9.4,0.3,0.32,10.7,0.029,14,111,0.9958,2.85,0.42,10.6,0
672,8.2,0.17,0.32,1.5,0.05,17,101,0.994,3.14,0.58,9.5,0
673,7.2,0.25,0.19,8,0.044,51,172,0.9964,3.16,0.44,9.2,0
674,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,0
675,5.3,0.76,0.03,2.7,0.043,27,93,0.9932,3.34,0.38,9.2,0
676,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,0
677,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,0
678,8.4,0.28,0.4,8.9,0.048,33,146,0.9988,3.4,0.46,9.3,0
679,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,0
680,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,0
681,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,0
682,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,0
683,6.2,0.34,0.3,11.1,0.047,28,237,0.9981,3.18,0.49,8.7,0
684,6,0.27,0.15,1.5,0.056,35,128,0.9936,3.12,0.45,8.8,0
685,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,0
686,6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,0
687,8.5,0.24,0.47,15.2,0.057,40,234,1.0005,3.02,0.66,9,0
688,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0
689,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0
690,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0
691,5.7,0.33,0.15,1.9,0.05,20,93,0.9934,3.38,0.62,9.9,0
692,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,0
693,7.7,0.26,0.32,1.2,0.04,26,117,0.993,3.21,0.56,10.8,0
694,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,0
695,6.9,0.26,0.33,12.6,0.051,59,173,0.998,3.39,0.38,9.9,0
696,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,0
697,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,0
698,6.5,0.43,0.28,12,0.056,23,174,0.9986,3.31,0.55,9.3,0
699,9.1,0.33,0.38,1.7,0.062,50.5,344,0.9958,3.1,0.7,9.5,0
700,6.8,0.28,0.39,1.4,0.036,15,115,0.9918,3.27,0.72,11.7,0
701,7,0.35,0.24,1.9,0.04,21,144,0.9923,3.35,0.38,11,0
702,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,0
703,7.2,0.16,0.26,7.1,0.054,41,224,0.9966,3.38,0.55,10.1,0
704,5.5,0.24,0.32,8.7,0.06,19,102,0.994,3.27,0.31,10.4,0
705,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,0
706,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,0
707,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,0
708,7.5,0.26,0.52,13.2,0.047,64,179,0.9982,3.1,0.46,9,0
709,6.4,0.29,0.2,15.6,0.04,20,142,0.9962,3.1,0.54,10.6,0
710,7.1,0.33,0.64,13.2,0.056,12,105,0.9972,3.05,0.39,9.2,0
711,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,0
712,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,0
713,8.4,0.22,0.28,18.8,0.028,55,130,0.998,2.96,0.35,11.6,0
714,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0
715,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,0
716,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,0
717,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,0
718,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,0
719,7.6,0.32,0.58,16.75,0.05,43,163,0.9999,3.15,0.54,9.2,0
720,6.6,0.32,0.27,10.9,0.041,37,146,0.9963,3.24,0.47,10,0
721,6.3,0.3,0.24,6.6,0.04,38,141,0.995,3.22,0.47,9.5,0
722,6.5,0.39,0.81,1.2,0.217,14,74,0.9936,3.08,0.53,9.5,0
723,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,0
724,9.2,0.23,0.35,10.7,0.037,34,145,0.9981,3.09,0.32,9.7,0
725,6.8,0.25,0.18,1.4,0.056,13,137,0.9935,3.11,0.42,9.5,0
726,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,0
727,6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,0
728,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,0
729,7.8,0.24,0.38,2.1,0.058,14,167,0.994,3.21,0.55,9.9,0
730,7.6,0.27,0.33,2,0.059,19,175,0.9944,3.22,0.56,9.9,0
731,7.7,0.39,0.34,10,0.056,35,178,0.9974,3.26,0.6,10.2,0
732,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0
733,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,0
734,7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,0
735,7.7,0.28,0.58,12.1,0.046,60,177,0.9983,3.08,0.46,8.9,0
736,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,0
737,6.5,0.39,0.35,1.6,0.049,10,164,0.99516,3.35,0.51,9.7,0
738,7.2,0.23,0.38,6.1,0.067,20,90,0.99496,3.17,0.79,9.7,0
739,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,0
740,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,0
741,7.1,0.28,0.19,7.8,0.04,48,184,0.99579,3.16,0.5,9.4,0
742,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,0
743,6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,0
744,7,0.36,0.14,11.6,0.043,35,228,0.9977,3.13,0.51,8.9,0
745,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,0
746,7.2,0.29,0.2,7.7,0.046,51,174,0.99582,3.16,0.52,9.5,0
747,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,0
748,7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,0
749,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,0
750,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,0
751,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,0
752,6.9,0.3,0.21,15.7,0.056,49,159,0.99827,3.11,0.48,9,0
753,9.4,0.42,0.32,6.5,0.027,20,167,0.99479,3.08,0.43,10.6,0
754,6.1,0.46,0.32,6.2,0.053,10,94,0.99537,3.35,0.47,10.1,0
755,7.1,0.4,0.52,1.3,0.148,45,149,0.99468,3.08,0.56,8.7,0
756,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
757,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
758,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
759,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
760,6.6,0.41,0.24,4.9,0.158,47,144,0.99471,3.17,0.49,9.4,0
761,6.7,0.43,0.23,5,0.157,49,145,0.99471,3.17,0.49,9.4,0
762,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,0
763,6.6,0.22,0.28,12.05,0.058,25,125,0.99856,3.45,0.45,9.4,0
764,6,0.26,0.18,7,0.055,50,194,0.99591,3.21,0.43,9,0
765,6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,0
766,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,0
767,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,0
768,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,0
769,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,0
770,9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,0
771,7.5,0.24,0.62,10.6,0.045,51,153,0.99779,3.16,0.44,8.8,0
772,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,0
773,6.9,0.3,0.21,7.2,0.045,54,190,0.99595,3.22,0.48,9.4,0
774,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,0
775,6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,0
776,7.6,0.3,0.4,2.2,0.054,29,175,0.99445,3.19,0.53,9.8,0
777,7.5,0.3,0.32,1.4,0.032,31,161,0.99154,2.95,0.42,10.5,0
778,7.5,0.23,0.35,17.8,0.058,128,212,1.00241,3.44,0.43,8.9,0
779,8.3,0.27,0.34,10.2,0.048,50,118,0.99716,3.18,0.51,10.3,0
780,6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,0
781,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,0
782,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,0
783,6.7,0.17,0.27,1.4,0.032,39,149,0.99254,3.4,0.52,10.5,0
784,7.9,0.46,0.4,10.1,0.168,19,184,0.99782,3.06,0.62,9.5,0
785,7.9,0.31,0.22,13.3,0.048,46,212,0.99942,3.47,0.59,10,0
786,8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,0
787,7.4,0.32,0.27,12.9,0.04,60,221,0.99831,3.05,0.66,9.4,0
788,6,0.495,0.27,5,0.157,17,129,0.99396,3.03,0.36,9.3,0
789,8.2,0.25,0.46,3.75,0.05,14,102,0.99524,3.28,0.58,9.7,0
790,6.7,0.24,0.26,12.6,0.053,44,182,0.99802,3.42,0.42,9.7,0
791,6.6,0.32,0.24,1.3,0.06,42.5,204,0.99512,3.59,0.51,9.2,0
792,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,0
793,7.4,0.33,0.44,7.6,0.05,40,227,0.99679,3.12,0.52,9,0
794,6.2,0.45,0.73,7.2,0.099,47,202,0.99582,3.21,0.43,9.2,0
795,7.6,0.48,0.37,1.2,0.034,5,57,0.99256,3.05,0.54,10.4,1
796,9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,0
797,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,0
798,6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,0
799,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,0
800,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,0
801,9.8,0.16,0.46,1.8,0.046,23,130,0.99587,3.04,0.67,9.6,0
802,6.6,0.23,0.18,8.5,0.044,59,188,0.99558,3.16,0.49,9.5,0
803,7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,0
804,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,0
805,7.3,0.815,0.09,11.4,0.044,45,204,0.99713,3.15,0.46,9,0
806,6.3,0.41,0.16,0.9,0.032,25,98,0.99274,3.16,0.42,9.5,0
807,6.1,0.36,0.41,19.35,0.07,67,207,1.00118,3.39,0.53,9.1,0
808,6.8,0.26,0.43,11.75,0.045,53,198,0.9969,3.26,0.55,9.5,0
809,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,0
810,6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,0
811,6.4,0.28,0.17,8.3,0.042,61,195,0.99577,3.22,0.46,9.4,0
812,6.3,0.29,0.14,7.05,0.045,50,177,0.99564,3.23,0.42,9,0
813,6.4,0.27,0.17,8.4,0.044,60,198,0.99578,3.21,0.47,9.4,0
814,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,0
815,6.9,0.43,0.28,9.4,0.056,29,183,0.99594,3.17,0.43,9.4,0
816,6.8,0.46,0.26,6.3,0.147,49,159,0.99434,3.14,0.47,10,0
817,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,0
818,6.6,0.32,0.33,2.5,0.052,40,219.5,0.99316,3.15,0.6,10,0
819,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,0
820,6.6,0.34,0.34,2.6,0.051,40.5,210,0.99314,3.15,0.61,10,0
821,6.6,0.32,0.33,2.5,0.052,40,210,0.99316,3.15,0.6,10,0
822,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,0
823,6.6,0.56,0.15,10,0.037,38,157,0.99642,3.28,0.52,9.4,0
824,7.1,0.29,0.3,16,0.036,58,201,0.99954,3.3,0.67,9,0
825,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,0
826,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,0
827,8.2,0.26,0.33,2.6,0.053,11,71,0.99402,2.89,0.49,9.5,0
828,8.3,0.25,0.33,2.5,0.053,12,72,0.99404,2.89,0.48,9.5,0
829,6,0.26,0.15,1.2,0.053,35,124,0.99347,3.08,0.46,8.8,0
830,7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,0
831,7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,0
832,6.8,0.34,0.1,1.4,0.049,29,118,0.9936,3.21,0.41,9.5,0
833,7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,0
834,7.4,0.56,0.09,1.5,0.071,19,117,0.99496,3.22,0.53,9.8,0
835,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,0
836,6.4,0.3,0.16,7.5,0.05,55,191,0.9959,3.17,0.49,9,0
837,6.7,0.24,0.32,10.3,0.079,37,122,0.99662,3.02,0.45,8.8,0
838,6,0.2,0.24,5.3,0.075,49,201,0.99466,3.21,0.43,9.5,0
839,6.3,0.18,0.22,1.5,0.043,45,155,0.99238,3.19,0.48,10.2,0
840,8.6,0.23,0.25,11.3,0.031,13,96,0.99645,3.11,0.4,10.8,0
841,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0
842,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0
843,6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,0
844,6.4,0.31,0.4,6.4,0.039,39,191,0.99513,3.14,0.52,9.8,0
845,8,0.27,0.57,10.4,0.053,18,134,0.99732,3.12,0.68,9,0
846,6.9,0.34,0.36,1.4,0.032,13,145,0.99214,3.07,0.52,9.8,0
847,6.3,0.24,0.55,8.1,0.04,67,216,0.99596,3.24,0.5,9.2,0
848,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0
849,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,0
850,7.5,0.41,0.23,14.8,0.054,28,174,0.99898,3.18,0.49,9.7,0
851,6.6,0.42,0.13,12.8,0.044,26,158,0.99772,3.24,0.47,9,0
852,6.4,0.22,0.3,11.2,0.046,53,149,0.99479,3.21,0.34,10.8,0
853,6.2,0.27,0.18,1.5,0.028,20,111,0.99228,3.41,0.5,10,0
854,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,0
855,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,0
856,6.7,0.5,0.38,7.5,0.046,26,175,0.99662,3.32,0.54,9.6,0
857,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,0
858,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,0
859,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,0
860,6.6,0.36,0.52,11.3,0.046,8,110,0.9966,3.07,0.46,9.4,0
861,7.6,0.23,0.64,12.9,0.033,54,170,0.998,3,0.53,8.8,0
862,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,0
863,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,0
864,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,0
865,7.3,0.37,0.16,14.9,0.048,59,240,0.99902,3.13,0.45,8.9,0
866,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0
867,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,0
868,7,0.14,0.28,1.3,0.026,10,56,0.99352,3.46,0.45,9.9,0
869,6.3,0.34,0.36,4.9,0.035,31,185,0.9946,3.15,0.49,9.7,0
870,6.8,0.26,0.24,1.9,0.043,70,154,0.99273,3.18,0.52,10.5,0
871,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,0
872,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,0
873,7.7,0.3,0.26,18.95,0.053,36,174,0.99976,3.2,0.5,10.4,0
874,7.3,0.32,0.29,1.5,0.038,32,144,0.99296,3.2,0.55,10.8,0
875,6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,0
876,8.2,0.52,0.34,1.2,0.042,18,167,0.99366,3.24,0.39,10.6,0
877,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0
878,7.8,0.28,0.31,2.1,0.046,28,208,0.99434,3.23,0.64,9.8,0
879,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,0
880,6.3,0.27,0.46,11.1,0.053,44,177,0.99691,3.18,0.67,9.4,0
881,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,0
882,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,0
883,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,0
884,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,0
885,6.6,0.36,0.52,10.1,0.05,29,140,0.99628,3.07,0.4,9.4,0
886,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,0
887,4.5,0.19,0.21,0.95,0.033,89,159,0.99332,3.34,0.42,8,0
888,5.8,0.6,0,1.3,0.044,72,197,0.99202,3.56,0.43,10.9,0
889,6.8,0.44,0.2,16,0.065,61,186,0.99884,3.13,0.45,8.6,0
890,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,0
891,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0
892,7.2,0.24,0.27,11.4,0.034,40,174,0.99773,3.2,0.44,9,0
893,8.7,0.31,0.73,14.35,0.044,27,191,1.00013,2.96,0.88,8.7,0
894,6.1,0.15,0.35,15.8,0.042,55,158,0.99642,3.24,0.37,10.6,0
895,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,0
896,8.1,0.33,0.22,5.2,0.047,24,151,0.99527,3.22,0.47,10.3,0
897,5.8,0.15,0.28,0.8,0.037,43,127,0.99198,3.24,0.51,9.3,0
898,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,0
899,6.4,0.68,0.26,3.4,0.069,25,146,0.99347,3.18,0.4,9.3,0
900,6.4,0.28,0.27,11,0.042,45,148,0.99786,3.14,0.46,8.7,0
901,6.9,0.4,0.22,5.95,0.081,76,303,0.99705,3.4,0.57,9.4,0
902,6.8,0.19,0.23,5.1,0.034,71,204,0.9942,3.23,0.69,10.1,0
903,8.3,0.4,0.41,8.2,0.05,15,122,0.9979,3.39,0.49,9.3,0
904,6.8,0.26,0.4,7.5,0.046,45,179,0.99583,3.2,0.49,9.3,0
905,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,0
906,7.1,0.31,0.17,1,0.042,21,144,0.99304,3.13,0.4,9.6,0
907,6.6,0.24,0.38,8,0.042,56,187,0.99577,3.21,0.46,9.2,0
908,7,0.18,0.37,1.5,0.043,16,104,0.99216,3.18,0.5,10.8,0
909,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0
910,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0
911,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0
912,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,0
913,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0
914,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0
915,5.6,0.2,0.22,1.3,0.049,25,155,0.99296,3.74,0.43,10,0
916,6.4,0.21,0.44,7.4,0.045,47,182,0.9957,3.24,0.46,9.1,0
917,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,0
918,8.2,0.37,0.64,13.9,0.043,22,171,0.99873,2.99,0.8,9.3,0
919,6.9,0.23,0.32,16.4,0.045,62,153,0.9972,3.22,0.42,10.5,0
920,6.8,0.3,0.22,6.2,0.06,41,190,0.99858,3.18,0.51,9.2,0
921,7.9,0.51,0.36,6.2,0.051,30,173,0.9984,3.09,0.53,9.7,0
922,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,0
923,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,0
924,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,0
925,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,0
926,6.6,0.34,0.18,6.4,0.082,47,240,0.9971,3.42,0.48,9.2,0
927,5.6,0.12,0.26,4.3,0.038,18,97,0.99477,3.36,0.46,9.2,0
928,6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,0
929,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0
930,7.3,0.32,0.35,1.4,0.05,8,163,0.99244,3.24,0.42,10.7,0
931,6.7,0.2,0.37,1.65,0.025,42,103,0.99022,3.11,0.45,11.4,0
932,6.2,0.235,0.34,1.9,0.036,4,117,0.99032,3.4,0.44,12.2,0
933,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0
934,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,0
935,6.9,0.4,0.42,6.2,0.066,41,176,0.99552,3.12,0.54,9.4,0
936,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,0
937,6.6,0.25,0.51,8,0.047,61,189,0.99604,3.22,0.49,9.2,0
938,6.8,0.26,0.44,8.2,0.046,52,183,0.99584,3.2,0.51,9.4,0
939,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0
940,6.8,0.35,0.53,10.1,0.053,37,151,0.9963,3.07,0.4,9.4,0
